port,transport,service
3453,tcp,pscupd
3454,tcp,mira
3455,udp,prsvp
3455,tcp,prsvp
3456,udp,vat
3456,tcp,vat
3457,udp,vat-control
3457,tcp,vat-control
3458,udp,d3winosfi
3458,tcp,d3winosfi
3459,udp,integral
3459,tcp,integral
3460,udp,edm-manager
3460,tcp,edm-manager
3461,udp,edm-stager
3461,tcp,edm-stager
3462,udp,edm-std-notify
3462,tcp,edm-std-notify
3463,udp,edm-adm-notify
3463,tcp,edm-adm-notify
3464,udp,edm-mgr-sync
3464,tcp,edm-mgr-sync
3465,udp,edm-mgr-cntrl
3465,tcp,edm-mgr-cntrl
3466,udp,workflow
3466,tcp,workflow
3467,udp,rcst
3467,tcp,rcst
3468,udp,ttcmremotectrl
3468,tcp,ttcmremotectrl
3469,udp,pluribus
3469,tcp,pluribus
3470,udp,jt400
3470,tcp,jt400
3471,udp,jt400-ssl
3471,tcp,jt400-ssl
3472,udp,jaugsremotec-1
3472,tcp,jaugsremotec-1
3473,udp,jaugsremotec-2
3473,tcp,jaugsremotec-2
3474,udp,ttntspauto
3474,tcp,ttntspauto
3475,udp,genisar-port
3475,tcp,genisar-port
3476,udp,nppmp
3476,tcp,nppmp
3477,udp,ecomm
3477,tcp,ecomm
3478,udp,nat-stun-port
3478,tcp,nat-stun-port
3479,udp,twrpc
3479,tcp,twrpc
3480,udp,plethora
3480,tcp,plethora
3481,udp,cleanerliverc
3481,tcp,cleanerliverc
3482,udp,vulture
3482,tcp,vulture
3483,udp,slim-devices
3483,tcp,slim-devices
3484,udp,gbs-stp
3484,tcp,gbs-stp
3485,udp,celatalk
3485,tcp,celatalk
3486,udp,ifsf-hb-port
3486,tcp,ifsf-hb-port
3487,udp,ltcudp
3487,tcp,ltctcp
3488,udp,fs-rh-srv
3488,tcp,fs-rh-srv
3489,udp,dtp-dia
3489,tcp,dtp-dia
3490,udp,colubris
3490,tcp,colubris
3491,udp,swr-port
3491,tcp,swr-port
3492,udp,tvdumtray-port
3492,tcp,tvdumtray-port
3493,udp,nut
3493,tcp,nut
3494,udp,ibm3494
3494,tcp,ibm3494
3495,udp,seclayer-tcp
3495,tcp,seclayer-tcp
3496,udp,seclayer-tls
3496,tcp,seclayer-tls
3497,udp,ipether232port
3497,tcp,ipether232port
3498,udp,dashpas-port
3498,tcp,dashpas-port
3499,udp,sccip-media
3499,tcp,sccip-media
3500,udp,rtmp-port
3500,tcp,rtmp-port
3501,udp,isoft-p2p
3501,tcp,isoft-p2p
3502,udp,avinstalldisc
3502,tcp,avinstalldisc
3503,udp,lsp-ping
3503,tcp,lsp-ping
3504,udp,ironstorm
3504,tcp,ironstorm
3505,udp,ccmcomm
3505,tcp,ccmcomm
3506,udp,apc-3506
3506,tcp,apc-3506
3507,udp,nesh-broker
3507,tcp,nesh-broker
3508,udp,interactionweb
3508,tcp,interactionweb
3509,udp,vt-ssl
3509,tcp,vt-ssl
3510,udp,xss-port
3510,tcp,xss-port
3511,udp,webmail-2
3511,tcp,webmail-2
3512,udp,aztec
3512,tcp,aztec
3513,udp,arcpd
3513,tcp,arcpd
3514,udp,must-p2p
3514,tcp,must-p2p
3515,udp,must-backplane
3515,tcp,must-backplane
3516,udp,smartcard-port
3516,tcp,smartcard-port
3517,udp,802-11-iapp
3517,tcp,802-11-iapp
3518,udp,artifact-msg
3518,tcp,artifact-msg
3519,udp,galileo
3519,tcp,nvmsgd
3520,udp,galileolog
3520,tcp,galileolog
3521,udp,mc3ss
3521,tcp,mc3ss
3522,udp,nssocketport
3522,tcp,nssocketport
3523,udp,odeumservlink
3523,tcp,odeumservlink
3524,udp,ecmport
3524,tcp,ecmport
3525,udp,eisport
3525,tcp,eisport
3526,udp,starquiz-port
3526,tcp,starquiz-port
3527,udp,beserver-msg-q
3527,tcp,beserver-msg-q
3528,udp,jboss-iiop
3528,tcp,jboss-iiop
3529,udp,jboss-iiop-ssl
3529,tcp,jboss-iiop-ssl
3530,udp,gf
3530,tcp,gf
3531,udp,joltid
3531,tcp,joltid
3532,udp,raven-rmp
3532,tcp,raven-rmp
3533,udp,raven-rdp
3533,tcp,raven-rdp
3534,udp,urld-port
3534,tcp,urld-port
3535,udp,ms-la
3535,tcp,ms-la
3536,udp,snac
3536,tcp,snac
3537,udp,ni-visa-remote
3537,tcp,ni-visa-remote
3538,udp,ibm-diradm
3538,tcp,ibm-diradm
3539,udp,ibm-diradm-ssl
3539,tcp,ibm-diradm-ssl
3540,udp,pnrp-port
3540,tcp,pnrp-port
3541,udp,voispeed-port
3541,tcp,voispeed-port
3542,udp,hacl-monitor
3542,tcp,hacl-monitor
3543,udp,qftest-lookup
3543,tcp,qftest-lookup
3544,udp,teredo
3544,tcp,teredo
3545,udp,camac
3545,tcp,camac
3547,udp,symantec-sim
3547,tcp,symantec-sim
3548,udp,interworld
3548,tcp,interworld
3549,udp,tellumat-nms
3549,tcp,tellumat-nms
3550,udp,ssmpp
3550,tcp,ssmpp
3551,udp,apcupsd
3551,tcp,apcupsd
3552,udp,taserver
3552,tcp,taserver
3553,udp,rbr-discovery
3553,tcp,rbr-discovery
3554,udp,questnotify
3554,tcp,questnotify
3555,udp,razor
3555,tcp,razor
3556,udp,sky-transport
3556,tcp,sky-transport
3557,udp,personalos-001
3557,tcp,personalos-001
3558,udp,mcp-port
3558,tcp,mcp-port
3559,udp,cctv-port
3559,tcp,cctv-port
3560,udp,iniserve-port
3560,tcp,iniserve-port
3561,udp,bmc-onekey
3561,tcp,bmc-onekey
3562,udp,sdbproxy
3562,tcp,sdbproxy
3563,udp,watcomdebug
3563,tcp,watcomdebug
3564,udp,esimport
3564,tcp,esimport
3565,sctp,m2pa
3565,tcp,m2pa
3566,udp,quest-launcher
3566,tcp,quest-launcher
3567,udp,emware-oft
3567,tcp,emware-oft
3568,udp,emware-epss
3568,tcp,emware-epss
3569,udp,mbg-ctrl
3569,tcp,mbg-ctrl
3570,udp,mccwebsvr-port
3570,tcp,mccwebsvr-port
3571,udp,megardsvr-port
3571,tcp,megardsvr-port
3572,udp,megaregsvrport
3572,tcp,megaregsvrport
3573,udp,tag-ups-1
3573,tcp,tag-ups-1
3574,udp,dmaf-caster
3574,tcp,dmaf-server
3575,udp,ccm-port
3575,tcp,ccm-port
3576,udp,cmc-port
3576,tcp,cmc-port
3577,udp,config-port
3577,tcp,config-port
3578,udp,data-port
3578,tcp,data-port
3579,udp,ttat3lb
3579,tcp,ttat3lb
3580,udp,nati-svrloc
3580,tcp,nati-svrloc
3581,udp,kfxaclicensing
3581,tcp,kfxaclicensing
3582,udp,press
3582,tcp,press
3583,udp,canex-watch
3583,tcp,canex-watch
3584,udp,u-dbap
3584,tcp,u-dbap
3585,udp,emprise-lls
3585,tcp,emprise-lls
3586,udp,emprise-lsc
3586,tcp,emprise-lsc
3587,udp,p2pgroup
3587,tcp,p2pgroup
3588,udp,sentinel
3588,tcp,sentinel
3589,udp,isomair
3589,tcp,isomair
3590,udp,wv-csp-sms
3590,tcp,wv-csp-sms
3591,udp,gtrack-server
3591,tcp,gtrack-server
3592,udp,gtrack-ne
3592,tcp,gtrack-ne
3593,udp,bpmd
3593,tcp,bpmd
3594,udp,mediaspace
3594,tcp,mediaspace
3595,udp,shareapp
3595,tcp,shareapp
3596,udp,iw-mmogame
3596,tcp,iw-mmogame
3597,udp,a14
3597,tcp,a14
3598,udp,a15
3598,tcp,a15
3599,udp,quasar-server
3599,tcp,quasar-server
3600,udp,trap-daemon
3600,tcp,trap-daemon
3601,udp,visinet-gui
3601,tcp,visinet-gui
3602,udp,infiniswitchcl
3602,tcp,infiniswitchcl
3603,udp,int-rcv-cntrl
3603,tcp,int-rcv-cntrl
3604,udp,bmc-jmx-port
3604,tcp,bmc-jmx-port
3605,udp,comcam-io
3605,tcp,comcam-io
3606,udp,splitlock
3606,tcp,splitlock
3607,udp,precise-i3
3607,tcp,precise-i3
3608,udp,trendchip-dcp
3608,tcp,trendchip-dcp
3609,udp,cpdi-pidas-cm
3609,tcp,cpdi-pidas-cm
3610,udp,echonet
3610,tcp,echonet
3611,udp,six-degrees
3611,tcp,six-degrees
3612,udp,hp-dataprotect
3612,tcp,hp-dataprotect
3613,udp,alaris-disc
3613,tcp,alaris-disc
3614,udp,sigma-port
3614,tcp,sigma-port
3615,udp,start-network
3615,tcp,start-network
3616,udp,cd3o-protocol
3616,tcp,cd3o-protocol
3617,udp,sharp-server
3617,tcp,sharp-server
3618,udp,aairnet-1
3618,tcp,aairnet-1
3619,udp,aairnet-2
3619,tcp,aairnet-2
3620,udp,ep-pcp
3620,tcp,ep-pcp
3621,udp,ep-nsp
3621,tcp,ep-nsp
3622,udp,ff-lr-port
3622,tcp,ff-lr-port
3623,udp,haipe-discover
3623,tcp,haipe-discover
3624,udp,dist-upgrade
3624,tcp,dist-upgrade
3625,udp,volley
3625,tcp,volley
3626,udp,bvcdaemon-port
3626,tcp,bvcdaemon-port
3627,udp,jamserverport
3627,tcp,jamserverport
3628,udp,ept-machine
3628,tcp,ept-machine
3629,udp,escvpnet
3629,tcp,escvpnet
3630,udp,cs-remote-db
3630,tcp,cs-remote-db
3631,udp,cs-services
3631,tcp,cs-services
3632,udp,distcc
3632,tcp,distcc
3633,udp,wacp
3633,tcp,wacp
3634,udp,hlibmgr
3634,tcp,hlibmgr
3635,udp,sdo
3635,tcp,sdo
3636,udp,opscenter
3636,tcp,opscenter
3637,udp,scservp
3637,tcp,scservp
3638,udp,ehp-backup
3638,tcp,ehp-backup
3639,udp,xap-ha
3639,tcp,xap-ha
3640,udp,netplay-port1
3640,tcp,netplay-port1
3641,udp,netplay-port2
3641,tcp,netplay-port2
3642,udp,juxml-port
3642,tcp,juxml-port
3643,udp,audiojuggler
3643,tcp,audiojuggler
3644,udp,ssowatch
3644,tcp,ssowatch
3645,udp,cyc
3645,tcp,cyc
3646,udp,xss-srv-port
3646,tcp,xss-srv-port
3647,udp,splitlock-gw
3647,tcp,splitlock-gw
3648,udp,fjcp
3648,tcp,fjcp
3649,udp,nmmp
3649,tcp,nmmp
3650,udp,prismiq-plugin
3650,tcp,prismiq-plugin
3651,udp,xrpc-registry
3651,tcp,xrpc-registry
3652,udp,vxcrnbuport
3652,tcp,vxcrnbuport
3653,udp,tsp
3653,tcp,tsp
3654,udp,vaprtm
3654,tcp,vaprtm
3655,udp,abatemgr
3655,tcp,abatemgr
3656,udp,abatjss
3656,tcp,abatjss
3657,udp,immedianet-bcn
3657,tcp,immedianet-bcn
3658,udp,ps-ams
3658,tcp,ps-ams
3659,udp,apple-sasl
3659,tcp,apple-sasl
3660,udp,can-nds-ssl
3660,tcp,can-nds-ssl
3661,udp,can-ferret-ssl
3661,tcp,can-ferret-ssl
3662,udp,pserver
3662,tcp,pserver
3663,udp,dtp
3663,tcp,dtp
3664,udp,ups-engine
3664,tcp,ups-engine
3665,udp,ent-engine
3665,tcp,ent-engine
3666,udp,eserver-pap
3666,tcp,eserver-pap
3667,udp,infoexch
3667,tcp,infoexch
3668,udp,dell-rm-port
3668,tcp,dell-rm-port
3669,udp,casanswmgmt
3669,tcp,casanswmgmt
3670,udp,smile
3670,tcp,smile
3671,udp,efcp
3671,tcp,efcp
3672,udp,lispworks-orb
3672,tcp,lispworks-orb
3673,udp,mediavault-gui
3673,tcp,mediavault-gui
3674,udp,wininstall-ipc
3674,tcp,wininstall-ipc
3675,udp,calltrax
3675,tcp,calltrax
3676,udp,va-pacbase
3676,tcp,va-pacbase
3677,udp,roverlog
3677,tcp,roverlog
3678,udp,ipr-dglt
3678,tcp,ipr-dglt
3679,udp,newton-dock
3679,tcp,newton-dock
3680,udp,npds-tracker
3680,tcp,npds-tracker
3681,udp,bts-x73
3681,tcp,bts-x73
3682,udp,cas-mapi
3682,tcp,cas-mapi
3683,udp,bmc-ea
3683,tcp,bmc-ea
3684,udp,faxstfx-port
3684,tcp,faxstfx-port
3685,udp,dsx-agent
3685,tcp,dsx-agent
3686,udp,tnmpv2
3686,tcp,tnmpv2
3687,udp,simple-push
3687,tcp,simple-push
3688,udp,simple-push-s
3688,tcp,simple-push-s
3689,udp,daap
3689,tcp,daap
3690,udp,svn
3690,tcp,svn
3691,udp,magaya-network
3691,tcp,magaya-network
3692,udp,intelsync
3692,tcp,intelsync
3693,udp,gttp
3693,tcp,gttp
3694,udp,vpncpp
3694,tcp,vpncpp
3695,udp,bmc-data-coll
3695,tcp,bmc-data-coll
3696,udp,telnetcpcd
3696,tcp,telnetcpcd
3697,udp,nw-license
3697,tcp,nw-license
3698,udp,sagectlpanel
3698,tcp,sagectlpanel
3699,udp,kpn-icw
3699,tcp,kpn-icw
3700,udp,lrs-paging
3700,tcp,lrs-paging
3701,udp,netcelera
3701,tcp,netcelera
3702,udp,upnp-discovery
3702,tcp,upnp-discovery
3703,udp,adobeserver-3
3703,tcp,adobeserver-3
3704,udp,adobeserver-4
3704,tcp,adobeserver-4
3705,udp,adobeserver-5
3705,tcp,adobeserver-5
3706,udp,rt-event
3706,tcp,rt-event
3707,udp,rt-event-s
3707,tcp,rt-event-s
3708,tcp,sun-as-iiops
3708,udp,sun-as-iiops
3709,udp,ca-idms
3709,tcp,ca-idms
3710,udp,portgate-auth
3710,tcp,portgate-auth
3711,udp,edb-server2
3711,tcp,edb-server2
3712,udp,sentinel-ent
3712,tcp,sentinel-ent
3713,udp,tftps
3713,tcp,tftps
3714,udp,delos-dms
3714,tcp,delos-dms
3715,udp,anoto-rendezv
3715,tcp,anoto-rendezv
3716,udp,wv-csp-sms-cir
3716,tcp,wv-csp-sms-cir
3717,udp,wv-csp-udp-cir
3717,tcp,wv-csp-udp-cir
3718,udp,opus-services
3718,tcp,opus-services
3719,udp,itelserverport
3719,tcp,itelserverport
3720,udp,ufastro-instr
3720,tcp,ufastro-instr
3721,udp,xsync
3721,tcp,xsync
3722,udp,xserveraid
3722,tcp,xserveraid
3723,udp,sychrond
3723,tcp,sychrond
3724,udp,battlenet
3724,tcp,battlenet
3725,udp,na-er-tip
3725,tcp,na-er-tip
3726,udp,array-manager
3726,tcp,array-manager
3727,udp,e-mdu
3727,tcp,e-mdu
3728,udp,e-woa
3728,tcp,e-woa
3729,udp,fksp-audit
3729,tcp,fksp-audit
3730,udp,client-ctrl
3730,tcp,client-ctrl
3731,udp,smap
3731,tcp,smap
3732,udp,m-wnn
3732,tcp,m-wnn
3733,udp,multip-msg
3733,tcp,multip-msg
3734,udp,synel-data
3734,tcp,synel-data
3735,udp,pwdis
3735,tcp,pwdis
3736,udp,rs-rmi
3736,tcp,rs-rmi
3738,udp,versatalk
3738,tcp,versatalk
3739,udp,launchbird-lm
3739,tcp,launchbird-lm
3740,udp,heartbeat
3740,tcp,heartbeat
3741,udp,wysdma
3741,tcp,wysdma
3742,udp,cst-port
3742,tcp,cst-port
3743,udp,ipcs-command
3743,tcp,ipcs-command
3744,udp,sasg
3744,tcp,sasg
3745,udp,gw-call-port
3745,tcp,gw-call-port
3746,udp,linktest
3746,tcp,linktest
3747,udp,linktest-s
3747,tcp,linktest-s
3748,udp,webdata
3748,tcp,webdata
3749,udp,cimtrak
3749,tcp,cimtrak
3750,udp,cbos-ip-port
3750,tcp,cbos-ip-port
3751,udp,gprs-cube
3751,tcp,gprs-cube
3752,udp,vipremoteagent
3752,tcp,vipremoteagent
3753,udp,nattyserver
3753,tcp,nattyserver
3754,udp,timestenbroker
3754,tcp,timestenbroker
3755,udp,sas-remote-hlp
3755,tcp,sas-remote-hlp
3756,udp,canon-capt
3756,tcp,canon-capt
3757,udp,grf-port
3757,tcp,grf-port
3758,udp,apw-registry
3758,tcp,apw-registry
3759,udp,exapt-lmgr
3759,tcp,exapt-lmgr
3760,udp,adtempusclient
3760,tcp,adtempusclient
3761,udp,gsakmp
3761,tcp,gsakmp
3762,udp,gbs-smp
3762,tcp,gbs-smp
3763,udp,xo-wave
3763,tcp,xo-wave
3764,udp,mni-prot-rout
3764,tcp,mni-prot-rout
3765,udp,rtraceroute
3765,tcp,rtraceroute
3767,udp,listmgr-port
3767,tcp,listmgr-port
3768,udp,rblcheckd
3768,tcp,rblcheckd
3769,udp,haipe-otnk
3769,tcp,haipe-otnk
3770,udp,cindycollab
3770,tcp,cindycollab
3771,udp,paging-port
3771,tcp,paging-port
3772,udp,ctp
3772,tcp,ctp
3773,udp,ctdhercules
3773,tcp,ctdhercules
3774,udp,zicom
3774,tcp,zicom
3775,udp,ispmmgr
3775,tcp,ispmmgr
3776,tcp,dvcprov-port
3776,udp,dvcprov-port
3777,udp,jibe-eb
3777,tcp,jibe-eb
3778,udp,c-h-it-port
3778,tcp,c-h-it-port
3779,udp,cognima
3779,tcp,cognima
3780,udp,nnp
3780,tcp,nnp
3781,udp,abcvoice-port
3781,tcp,abcvoice-port
3782,udp,iso-tp0s
3782,tcp,iso-tp0s
3783,tcp,bim-pem
3783,udp,bim-pem
3784,tcp,bfd-control
3784,udp,bfd-control
3785,tcp,bfd-echo
3785,udp,bfd-echo
3786,tcp,upstriggervsw
3786,udp,upstriggervsw
3787,tcp,fintrx
3787,udp,fintrx
3788,tcp,isrp-port
3788,udp,isrp-port
3789,tcp,remotedeploy
3789,udp,remotedeploy
3790,tcp,quickbooksrds
3790,udp,quickbooksrds
3791,tcp,tvnetworkvideo
3791,udp,tvnetworkvideo
3792,tcp,sitewatch
3792,udp,sitewatch
3793,tcp,dcsoftware
3793,udp,dcsoftware
3794,tcp,jaus
3794,udp,jaus
3795,tcp,myblast
3795,udp,myblast
3796,tcp,spw-dialer
3796,udp,spw-dialer
3797,tcp,idps
3797,udp,idps
3798,tcp,minilock
3798,udp,minilock
3799,tcp,radius-dynauth
3799,udp,radius-dynauth
3800,udp,pwgpsi
3800,tcp,pwgpsi
3801,tcp,ibm-mgr
3801,udp,ibm-mgr
3802,udp,vhd
3802,tcp,vhd
3803,tcp,soniqsync
3803,udp,soniqsync
3804,tcp,iqnet-port
3804,udp,iqnet-port
3805,tcp,tcpdataserver
3805,udp,tcpdataserver
3806,tcp,wsmlb
3806,udp,wsmlb
3807,tcp,spugna
3807,udp,spugna
3808,tcp,sun-as-iiops-ca
3808,udp,sun-as-iiops-ca
3809,tcp,apocd
3809,udp,apocd
3810,tcp,wlanauth
3810,udp,wlanauth
3811,tcp,amp
3811,udp,amp
3812,tcp,neto-wol-server
3812,udp,neto-wol-server
3813,tcp,rap-ip
3813,udp,rap-ip
3814,tcp,neto-dcs
3814,udp,neto-dcs
3815,tcp,lansurveyorxml
3815,udp,lansurveyorxml
3816,tcp,sunlps-http
3816,udp,sunlps-http
3817,tcp,tapeware
3817,udp,tapeware
3818,tcp,crinis-hb
3818,udp,crinis-hb
3819,tcp,epl-slp
3819,udp,epl-slp
3820,tcp,scp
3820,udp,scp
3821,tcp,pmcp
3821,udp,pmcp
3822,tcp,acp-discovery
3822,udp,acp-discovery
3823,tcp,acp-conduit
3823,udp,acp-conduit
3824,tcp,acp-policy
3824,udp,acp-policy
3831,tcp,dvapps
3831,udp,dvapps
3832,tcp,xxnetserver
3832,udp,xxnetserver
3833,tcp,aipn-auth
3833,udp,aipn-auth
3834,tcp,spectardata
3834,udp,spectardata
3835,tcp,spectardb
3835,udp,spectardb
3836,tcp,markem-dcp
3836,udp,markem-dcp
3837,tcp,mkm-discovery
3837,udp,mkm-discovery
3838,tcp,sos
3838,udp,sos
3839,tcp,amx-rms
3839,udp,amx-rms
3840,tcp,flirtmitmir
3840,udp,flirtmitmir
3841,tcp,zfirm-shiprush3
3841,udp,zfirm-shiprush3
3842,tcp,nhci
3842,udp,nhci
3843,tcp,quest-agent
3843,udp,quest-agent
3844,tcp,rnm
3844,udp,rnm
3845,udp,v-one-spp
3845,tcp,v-one-spp
3846,tcp,an-pcp
3846,udp,an-pcp
3847,tcp,msfw-control
3847,udp,msfw-control
3848,tcp,item
3848,udp,item
3849,tcp,spw-dnspreload
3849,udp,spw-dnspreload
3850,tcp,qtms-bootstrap
3850,udp,qtms-bootstrap
3851,tcp,spectraport
3851,udp,spectraport
3852,tcp,sse-app-config
3852,udp,sse-app-config
3853,tcp,sscan
3853,udp,sscan
3854,tcp,stryker-com
3854,udp,stryker-com
3855,tcp,opentrac
3855,udp,opentrac
3856,tcp,informer
3856,udp,informer
3857,tcp,trap-port
3857,udp,trap-port
3858,tcp,trap-port-mom
3858,udp,trap-port-mom
3859,tcp,nav-port
3859,udp,nav-port
3860,tcp,sasp
3860,udp,sasp
3861,udp,winshadow-hd
3861,tcp,winshadow-hd
3862,udp,giga-pocket
3862,tcp,giga-pocket
3863,tcp,asap-tcp
3863,udp,asap-udp
3864,tcp,asap-tcp-tls
3865,tcp,xpl
3865,udp,xpl
3866,tcp,dzdaemon
3866,udp,dzdaemon
3867,tcp,dzoglserver
3867,udp,dzoglserver
3868,tcp,diameter
3869,tcp,ovsam-mgmt
3869,udp,ovsam-mgmt
3870,tcp,ovsam-d-agent
3870,udp,ovsam-d-agent
3871,tcp,avocent-adsap
3871,udp,avocent-adsap
3872,tcp,oem-agent
3872,udp,oem-agent
3873,tcp,fagordnc
3873,udp,fagordnc
3874,tcp,sixxsconfig
3874,udp,sixxsconfig
3875,udp,pnbscada
3875,tcp,pnbscada
3876,tcp,dl_agent
3876,udp,dl_agent
3877,tcp,xmpcr-interface
3877,udp,xmpcr-interface
3878,tcp,fotogcad
3878,udp,fotogcad
3879,tcp,appss-lm
3879,udp,appss-lm
3880,tcp,igrs
3880,udp,igrs
3881,tcp,idac
3881,udp,idac
3882,tcp,msdts1
3882,udp,msdts1
3883,tcp,vrpn
3883,udp,vrpn
3884,tcp,softrack-meter
3884,udp,softrack-meter
3885,udp,topflow-ssl
3885,tcp,topflow-ssl
3886,tcp,nei-management
3886,udp,nei-management
3887,tcp,ciphire-data
3887,udp,ciphire-data
3888,tcp,ciphire-serv
3888,udp,ciphire-serv
3889,tcp,dandv-tester
3889,udp,dandv-tester
3890,tcp,ndsconnect
3890,udp,ndsconnect
3891,tcp,rtc-pm-port
3891,udp,rtc-pm-port
3892,tcp,pcc-image-port
3892,udp,pcc-image-port
3893,tcp,cgi-starapi
3893,udp,cgi-starapi
3894,tcp,syam-agent
3894,udp,syam-agent
3895,tcp,syam-smc
3895,udp,syam-smc
3896,tcp,sdo-tls
3896,udp,sdo-tls
3897,tcp,sdo-ssh
3897,udp,sdo-ssh
3898,tcp,senip
3898,udp,senip
3899,tcp,itv-control
3899,udp,itv-control
3900,udp,udt_os
3900,tcp,udt_os
3901,tcp,nimsh
3901,udp,nimsh
3902,tcp,nimaux
3902,udp,nimaux
3903,tcp,charsetmgr
3903,udp,charsetmgr
3904,tcp,omnilink-port
3904,udp,omnilink-port
3905,tcp,mupdate
3905,udp,mupdate
3906,tcp,topovista-data
3906,udp,topovista-data
3907,tcp,imoguia-port
3907,udp,imoguia-port
3908,tcp,hppronetman
3908,udp,hppronetman
3909,tcp,surfcontrolcpa
3909,udp,surfcontrolcpa
3910,tcp,prnrequest
3910,udp,prnrequest
3911,tcp,prnstatus
3911,udp,prnstatus
3912,tcp,gbmt-stars
3912,udp,gbmt-stars
3913,tcp,listcrt-port
3913,udp,listcrt-port
3914,tcp,listcrt-port-2
3914,udp,listcrt-port-2
3915,tcp,agcat
3915,udp,agcat
3916,tcp,wysdmc
3916,udp,wysdmc
3917,tcp,aftmux
3917,udp,aftmux
3918,tcp,pktcablemmcops
3918,udp,pktcablemmcops
3919,tcp,hyperip
3919,udp,hyperip
3920,tcp,exasoftport1
3920,udp,exasoftport1
3921,tcp,herodotus-net
3921,udp,herodotus-net
3922,tcp,sor-update
3922,udp,sor-update
3923,tcp,symb-sb-port
3923,udp,symb-sb-port
3924,tcp,mpl-gprs-port
3924,udp,mpl-gprs-port
3925,tcp,zmp
3925,udp,zmp
3926,tcp,winport
3926,udp,winport
3927,tcp,natdataservice
3927,udp,natdataservice
3928,tcp,netboot-pxe
3928,udp,netboot-pxe
3929,tcp,smauth-port
3929,udp,smauth-port
3930,tcp,syam-webserver
3930,udp,syam-webserver
3931,tcp,msr-plugin-port
3931,udp,msr-plugin-port
3932,tcp,dyn-site
3932,udp,dyn-site
3933,tcp,plbserve-port
3933,udp,plbserve-port
3934,tcp,sunfm-port
3934,udp,sunfm-port
3935,tcp,sdp-portmapper
3935,udp,sdp-portmapper
3936,tcp,mailprox
3936,udp,mailprox
3937,tcp,dvbservdscport
3937,udp,dvbservdscport
3938,tcp,dbcontrol_agent
3938,udp,dbcontrol_agent
3939,udp,aamp
3939,tcp,aamp
3940,tcp,xecp-node
3940,udp,xecp-node
3941,tcp,homeportal-web
3941,udp,homeportal-web
3942,tcp,srdp
3942,udp,srdp
3943,tcp,tig
3943,udp,tig
3944,tcp,sops
3944,udp,sops
3945,tcp,emcads
3945,udp,emcads
3946,tcp,backupedge
3946,udp,backupedge
3947,tcp,ccp
3947,udp,ccp
3948,tcp,apdap
3948,udp,apdap
3949,tcp,drip
3949,udp,drip
3950,tcp,namemunge
3950,udp,namemunge
3951,tcp,pwgippfax
3951,udp,pwgippfax
3952,tcp,i3-sessionmgr
3952,udp,i3-sessionmgr
3953,tcp,xmlink-connect
3953,udp,xmlink-connect
3954,tcp,adrep
3954,udp,adrep
3955,tcp,p2pcommunity
3955,udp,p2pcommunity
3956,tcp,gvcp
3956,udp,gvcp
3957,tcp,mqe-broker
3957,udp,mqe-broker
3958,tcp,mqe-agent
3958,udp,mqe-agent
3959,tcp,treehopper
3959,udp,treehopper
3960,tcp,bess
3960,udp,bess
3961,tcp,proaxess
3961,udp,proaxess
3962,tcp,sbi-agent
3962,udp,sbi-agent
3963,tcp,thrp
3963,udp,thrp
3964,tcp,sasggprs
3964,udp,sasggprs
3965,tcp,ati-ip-to-ncpe
3965,udp,ati-ip-to-ncpe
3966,tcp,bflckmgr
3966,udp,bflckmgr
3967,tcp,ppsms
3967,udp,ppsms
3968,tcp,ianywhere-dbns
3968,udp,ianywhere-dbns
3969,tcp,landmarks
3969,udp,landmarks
3970,tcp,lanrevagent
3970,udp,lanrevagent
3971,tcp,lanrevserver
3971,udp,lanrevserver
3972,tcp,iconp
3972,udp,iconp
3973,tcp,progistics
3973,udp,progistics
3974,tcp,citysearch
3974,udp,citysearch
3975,tcp,airshot
3975,udp,airshot
3976,tcp,opswagent
3976,udp,opswagent
3977,tcp,opswmanager
3977,udp,opswmanager
3978,tcp,secure-cfg-svr
3978,udp,secure-cfg-svr
3979,tcp,smwan
3979,udp,smwan
3980,tcp,acms
3980,udp,acms
3981,tcp,starfish
3981,udp,starfish
3982,tcp,eis
3982,udp,eis
3983,tcp,eisp
3983,udp,eisp
3984,udp,mapper-nodemgr
3984,tcp,mapper-nodemgr
3985,udp,mapper-mapethd
3985,tcp,mapper-mapethd
3986,udp,mapper-ws_ethd
3986,tcp,mapper-ws_ethd
3987,udp,centerline
3987,tcp,centerline
3988,tcp,dcs-config
3988,udp,dcs-config
3989,tcp,bv-queryengine
3989,udp,bv-queryengine
3990,tcp,bv-is
3990,udp,bv-is
3991,tcp,bv-smcsrv
3991,udp,bv-smcsrv
3992,tcp,bv-ds
3992,udp,bv-ds
3993,tcp,bv-agent
3993,udp,bv-agent
3994,tcp,objserver
3994,udp,objserver
3995,tcp,iss-mgmt-ssl
3995,udp,iss-mgmt-ssl
3996,tcp,abcsoftware
3996,udp,abscoftware
3997,tcp,agentsease-db
3997,udp,agentsease-db
4000,udp,terabase
4000,tcp,terabase
4001,udp,newoak
4001,tcp,newoak
4002,udp,pxc-spvr-ft
4002,tcp,pxc-spvr-ft
4003,udp,pxc-splr-ft
4003,tcp,pxc-splr-ft
4004,udp,pxc-roid
4004,tcp,pxc-roid
4005,udp,pxc-pin
4005,tcp,pxc-pin
4006,udp,pxc-spvr
4006,tcp,pxc-spvr
4007,udp,pxc-splr
